first_active_month,card_id,feature_1,feature_2,feature_3,target,hist_month_nunique,hist_hour_nunique,hist_weekofyear_nunique,hist_dayofweek_nunique,hist_year_nunique,hist_subsector_id_nunique,hist_merchant_id_nunique,hist_merchant_category_id_nunique,hist_purchase_amount_sum,hist_purchase_amount_max,hist_purchase_amount_min,hist_purchase_amount_mean,hist_purchase_amount_var,hist_installments_sum,hist_installments_max,hist_installments_min,hist_installments_mean,hist_installments_var,hist_purchase_date_max,hist_purchase_date_min,hist_month_lag_max,hist_month_lag_min,hist_month_lag_mean,hist_month_lag_var,hist_month_diff_mean,hist_authorized_flag_sum,hist_authorized_flag_mean,hist_weekend_sum,hist_weekend_mean,hist_category_1_sum,hist_category_1_mean,hist_card_id_size,hist_category_2_mean_mean,hist_category_3_mean_mean,hist_purchase_date_diff,hist_purchase_date_average,hist_purchase_date_uptonow,new_hist_month_nunique,new_hist_hour_nunique,new_hist_weekofyear_nunique,new_hist_dayofweek_nunique,new_hist_year_nunique,new_hist_subsector_id_nunique,new_hist_merchant_id_nunique,new_hist_merchant_category_id_nunique,new_hist_purchase_amount_sum,new_hist_purchase_amount_max,new_hist_purchase_amount_min,new_hist_purchase_amount_mean,new_hist_purchase_amount_var,new_hist_installments_sum,new_hist_installments_max,new_hist_installments_min,new_hist_installments_mean,new_hist_installments_var,new_hist_purchase_date_max,new_hist_purchase_date_min,new_hist_month_lag_max,new_hist_month_lag_min,new_hist_month_lag_mean,new_hist_month_lag_var,new_hist_month_diff_mean,new_hist_weekend_sum,new_hist_weekend_mean,new_hist_category_1_sum,new_hist_category_1_mean,new_hist_card_id_size,new_hist_category_2_mean_mean,new_hist_category_3_mean_mean,new_hist_purchase_date_diff,new_hist_purchase_date_average,new_hist_purchase_date_uptonow,outliers,dayofweek,weekofyear,month,elapsed_time,hist_first_buy,new_hist_first_buy,card_id_total,purchase_amount_total
2016-10-01,C_ID_92853cdb2c,0.013144615384615385,0.008752121220219405,0.011427520622077443,-1.02956173,11,18,31,7,2,14,40,22,-61.37236135,0.04925691,-0.73188128,-0.632704756185567,0.013335107672128085,1,1,0,0.010309278350515464,0.010309278350515469,1519369271.0,1491226707.0,0,-10,-5.195876288659794,7.992482817869416,10.927835051546392,89,0.9175257731958762,15,0.15463917525773194,0,0.0,97,-0.10261110524020174,0.3505917742504334,325,3.3505154639175267,330,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-0.5727355,0.12939329,-0.70212879,-0.28636775,0.34571448476376315,0.0,0.0,0.0,0.0,0.0,1523599804.0,1522342903.0,2.0,1.0,1.5,0.5,10.5,0.0,0.0,0.0,0.0,2.0,-0.5490149154620435,-0.5929929784942299,14.0,7.0,281.0,0,5,39,10,840,184,544.0,99.0,-61.94509685
2016-03-01,C_ID_269d816788,0.010609889420578169,0.008752121220219405,0.01028283496163887,-2.43376068,8,9,11,5,1,9,10,9,-12.430426440000002,-0.17732787,-0.73188128,-0.6542329705263159,0.01667761945800424,0,0,0,0.0,0.0,1514577273.0,1483703080.0,-2,-13,-7.315789473684211,17.339181286549707,10.894736842105265,12,0.631578947368421,4,0.21052631578947367,0,0.0,19,0.0745678963053504,0.35845789913154635,357,18.789473684210527,385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.67177524,-0.67177524,-0.67177524,-0.67177524,,0.0,0.0,0.0,0.0,,1520833828.0,1520833828.0,1.0,1.0,1.0,,11.0,0.0,0.0,0.0,0.0,1.0,-0.5501600509903695,-0.5929929784942299,0.0,0.0,313.0,0,1,9,3,1054,311,741.0,20.0,-13.102201680000002
2017-09-01,C_ID_61d50d7057,0.013144615384615385,0.008752121220219405,0.011427520622077443,1.30445157,6,16,15,7,2,6,14,8,-23.70227878,-0.29611244,-0.73939454,-0.6406021291891891,0.011630487528011272,0,0,0,0.0,0.0,1519020688.0,1505244466.0,0,-5,-2.216216216216216,3.396396396396397,10.864864864864865,28,0.7567567567567568,8,0.21621621621621626,0,0.0,37,0.16035768750987306,0.3584578991315461,159,4.297297297297297,334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.65930323,-0.65930323,-0.65930323,-0.65930323,,0.0,0.0,0.0,0.0,,1524508519.0,1524508519.0,2.0,2.0,2.0,,11.0,0.0,0.0,0.0,0.0,1.0,-0.5508518177097961,-0.5929929784942299,0.0,0.0,270.0,0,4,35,9,505,11,234.0,38.0,-24.36158201
2017-04-01,C_ID_4e07413433,0.010609889420578169,0.011384773985343223,0.01028283496163887,0.09363294,5,11,8,7,1,9,15,12,-12.504236659999995,-0.0870035,-0.74196407,-0.6252118329999998,0.03360603894888852,27,4,1,1.35,0.6605263157894735,1508012371.0,1491060140.0,0,-6,-3.05,2.8921052631578963,14.65,20,1.0,6,0.3,0,0.0,20,0.17508493499998282,-0.3024403724897257,196,9.8,461,1.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,-2.4816735000000003,-0.35620346,-0.73684003,-0.6204183750000001,0.03176700964154016,9.0,6.0,1.0,2.25,6.25,1514742954.0,1512898394.0,2.0,2.0,2.0,0.0,14.5,3.0,0.75,0.0,0.0,4.0,-0.5508518177097961,-0.4454375841587216,21.0,5.25,384.0,0,5,13,4,658,0,253.0,24.0,-14.985910159999996
2017-08-01,C_ID_b6302b31c6,0.010479387818900955,0.008752121220219405,0.011427520622077443,1.59775007,3,16,11,7,1,12,36,20,-37.08794053000001,2.46876573,-0.73714056,-0.5705837004615386,0.1745302845614224,0,0,0,0.0,0.0,1509404193.0,1502314401.0,0,-2,-0.7846153846153846,0.4216346153846154,14.830769230769231,58,0.8923076923076924,34,0.5230769230769231,0,0.0,65,-0.07691447120194463,0.3584578991315465,82,1.2615384615384615,445,2.0,6.0,4.0,4.0,1.0,5.0,6.0,6.0,-3.68400483,-0.36298042,-0.72932678,-0.614000805,0.01994081702234391,0.0,0.0,0.0,0.0,0.0,1514551580.0,1509859412.0,2.0,1.0,1.3333333333333333,0.26666666666666666,14.666666666666664,4.0,0.6666666666666666,0.0,0.0,6.0,-0.5490149154620435,-0.5929929784942299,54.0,9.0,386.0,0,1,31,8,536,8,96.0,71.0,-40.77194536000001
2017-02-01,C_ID_3b69154173,0.010609889420578169,0.011384773985343223,0.01028283496163887,1.01093682,12,20,45,7,2,18,46,28,-121.38019511999998,0.04934706,-0.73188128,-0.6388431322105262,0.022303963128628902,287,10,-1,1.5105263157894735,2.6321637426900564,1519480151.0,1487501052.0,0,-12,-5.489473684210527,10.018407128933443,10.826315789473684,158,0.8315789473684211,63,0.33157894736842103,12,0.06315789473684211,190,-0.08749649304695166,-0.3253271481719987,370,1.947368421052632,329,,,,,,,,,,,,,,,,,,,-9223372036.854776,-9223372036.854776,,,,,,,,,,,,,,,,0,2,5,2,717,18,,,
2016-07-01,C_ID_9feec11e78,0.010609889420578169,0.008752121220219405,0.01028283496163887,1.13223604,12,23,32,7,2,16,45,23,-72.86758281,1.06829483,-0.74615647,-0.6336311548695652,0.050364174937758084,125,6,-1,1.0869565217391304,0.6414950419527079,1519797617.0,1484315378.0,0,-13,-4.191304347826087,11.735011441647597,10.808695652173913,82,0.7130434782608696,38,0.33043478260869563,24,0.20869565217391306,115,0.14633292164339445,-0.2959544080447333,410,3.565217391304348,325,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,-1.63523009,-0.39679007,-0.70182826,-0.5450766966666666,0.02331581570419702,3.0,1.0,1.0,1.0,0.0,1521031948.0,1520410004.0,1.0,1.0,1.0,0.0,11.0,1.0,0.3333333333333333,0.0,0.0,3.0,-0.5508518177097961,-0.6064861140464674,7.0,2.333333333333333,311.0,0,4,26,7,932,196,614.0,118.0,-74.50281290000001
2016-12-01,C_ID_f6658dbefe,0.010711591651998994,0.008752121220219405,0.01028283496163887,0.31806188,12,15,36,7,2,5,12,6,-50.21520639999999,-0.14734997,-0.70059609,-0.6123805658536584,0.00491922914813045,0,0,0,0.0,0.0,1517915257.0,1484399118.0,0,-13,-6.6585365853658525,14.548629930743752,10.975609756097562,80,0.975609756097561,21,0.25609756097560976,0,0.0,82,-0.15895080948580775,0.3584578991315467,387,4.719512195121951,347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.63976877,-0.63976877,-0.63976877,-0.63976877,,0.0,0.0,0.0,0.0,,1522770154.0,1522770154.0,2.0,2.0,2.0,,11.0,0.0,0.0,0.0,0.0,1.0,-0.5575780357103759,-0.5929929784942299,0.0,0.0,291.0,0,3,48,12,779,44,488.0,83.0,-50.85497516999999
2017-11-01,C_ID_4a7dda0f9e,0.010609889420578169,0.011384773985343223,0.01028283496163887,0.75727961,4,11,9,7,2,10,21,14,-15.08161403,0.41764687,-0.74002565,-0.5585782974074074,0.05329056509925112,39,10,-1,1.4444444444444444,4.256410256410256,1517765242.0,1510436306.0,0,-3,-2.074074074074074,0.9173789173789172,10.74074074074074,27,1.0,4,0.14814814814814814,0,0.0,27,0.07456789630535042,-0.14023435775346368,84,3.111111111111111,349,2.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,-2.38691631,-0.5390159999999999,-0.65674872,-0.5967290775,0.0023126978028682878,6.0,3.0,-1.0,1.5,3.0,1524239521.0,1519910831.0,2.0,1.0,1.25,0.25,11.0,0.0,0.0,0.0,0.0,4.0,-0.5501600509903695,-0.11996724049517088,50.0,12.5,274.0,0,2,44,11,444,10,120.0,31.0,-17.46853034
2017-01-01,C_ID_6adae2a906,0.010711591651998994,0.011384773985343223,0.01028283496163887,0.33433685,11,21,43,7,2,15,53,25,-319.5622747999999,0.55168335,-0.74540514,-0.6992609951859954,0.010641366814517505,469,12,1,1.026258205689278,0.2668528542362472,1519497385.0,1485870174.0,0,-13,-7.109409190371991,10.974845483511839,10.88402625820569,452,0.9890590809628008,61,0.13347921225382933,139,0.3041575492341357,457,0.05106273117101028,-0.4023217320203056,389,0.8512035010940919,328,1.0,8.0,3.0,6.0,1.0,6.0,10.0,8.0,-5.48413584,-0.33992975,-0.74239984,-0.5484135840000001,0.031092694829154145,10.0,1.0,1.0,1.0,0.0,1521217179.0,1520075498.0,1.0,1.0,1.0,0.0,11.0,2.0,0.2,0.0,0.0,10.0,-0.5501600509903694,-0.6064861140464675,13.0,1.3,309.0,0,6,52,1,748,30,426.0,467.0,-325.04641063999986
2017-09-01,C_ID_0b70ca7347,0.013144615384615385,0.008752121220219405,0.011427520622077443,1.4427259,6,21,21,7,2,18,86,30,-112.35205667,1.68707156,-0.74014587,-0.6241780926111111,0.07202211595374405,1,1,0,0.005555555555555557,0.005555555555555554,1519577333.0,1506642428.0,0,-5,-2.061111111111111,1.7783674736188704,10.633333333333333,165,0.9166666666666666,52,0.2888888888888889,0,0.0,180,0.06880549230358475,0.35421893183450104,149,0.8277777777777777,328,2.0,15.0,7.0,7.0,1.0,12.0,33.0,15.0,-22.35196635,-0.50212592,-0.73338393,-0.6773323136363636,0.004425734282219569,0.0,0.0,0.0,0.0,0.0,1525104183.0,1520871163.0,2.0,1.0,1.6969696969696968,0.21780303030303036,10.666666666666666,12.0,0.3636363636363637,0.0,0.0,33.0,-0.5500906488371377,-0.5929929784942302,48.0,1.4545454545454546,264.0,0,4,35,9,505,27,192.0,213.0,-134.70402302
2016-06-01,C_ID_25b2509282,0.008058486333804104,0.008752121220219405,0.01028283496163887,4.74760223,9,13,17,7,2,6,8,8,0.4753185500000009,6.04249098,-0.70889072,0.01697566250000003,2.296716163212495,57,6,0,2.0357142857142856,4.1838624338624335,1519713078.0,1483445244.0,0,-13,-8.214285714285714,22.6931216931217,10.785714285714288,20,0.7142857142857143,5,0.17857142857142858,26,0.9285714285714286,28,0.06178042372356578,-0.24966090797562165,419,14.964285714285715,326,,,,,,,,,,,,,,,,,,,-9223372036.854776,-9223372036.854776,,,,,,,,,,,,,,,,0,2,22,6,962,216,,,
2017-09-01,C_ID_82fb11db22,0.010609889420578169,0.008752121220219405,0.01028283496163887,0.4644044,6,9,10,6,2,8,11,9,-8.410774400000001,0.34158267,-0.73188128,-0.5256734000000001,0.06184512814746949,0,0,0,0.0,0.0,1517828689.0,1505246385.0,0,-5,-2.625,2.1166666666666667,10.8125,16,1.0,1,0.0625,0,0.0,16,0.0745678963053504,0.3584578991315463,145,9.0625,348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12030225,-0.12030225,-0.12030225,-0.12030225,,0.0,0.0,0.0,0.0,,1523553204.0,1523553204.0,2.0,2.0,2.0,,11.0,0.0,0.0,0.0,0.0,1.0,-0.5501600509903695,-0.5929929784942299,0.0,0.0,282.0,0,4,35,9,505,11,223.0,17.0,-8.53107665
2017-10-01,C_ID_e03db05bde,0.010609889420578169,0.008752121220219405,0.01028283496163887,-0.52965805,5,19,16,7,2,24,74,37,-87.42059419999997,0.23680279999999998,-0.74330143,-0.6622772287878785,0.015524740048002703,0,0,0,0.0,0.0,1519835571.0,1509408000.0,0,-4,-1.2424242424242424,1.0094841545223223,10.787878787878787,123,0.9318181818181818,31,0.2348484848484849,0,0.0,132,0.15721069522469902,0.35845789913154585,120,0.9090909090909092,325,1.0,5.0,3.0,6.0,1.0,7.0,10.0,7.0,-6.86086486,-0.6266957,-0.72062643,-0.686086486,0.0013079201929673163,0.0,0.0,0.0,0.0,0.0,1521721038.0,1519986247.0,1.0,1.0,1.0,0.0,11.0,1.0,0.1,0.0,0.0,10.0,-0.5508518177097959,-0.5929929784942299,20.0,2.0,303.0,0,6,39,10,475,30,152.0,142.0,-94.28145905999996
2015-10-01,C_ID_dcb7c76747,0.013144615384615385,0.011384773985343223,0.011427520622077443,-0.08495125,12,24,45,7,2,21,82,45,-102.32387356,0.21178366,-0.73807221,-0.6164088768674699,0.02081388983284836,235,6,-1,1.4156626506024097,1.2504198612632345,1519808368.0,1484427643.0,0,-13,-6.265060240963856,15.674771814530844,10.843373493975903,154,0.927710843373494,57,0.3433734939759036,7,0.042168674698795185,166,0.07456789630535013,-0.2892661164743206,409,2.463855421686747,325,2.0,8.0,6.0,5.0,1.0,7.0,9.0,8.0,-5.38805635,-0.44637756,-0.74262524,-0.5986729277777778,0.014211122157254922,3.0,1.0,-1.0,0.3333333333333333,1.0,1524724453.0,1520580660.0,2.0,1.0,1.3333333333333333,0.25,10.444444444444443,1.0,0.1111111111111111,1.0,0.1111111111111111,9.0,-0.5501600509903694,-0.6019884021957216,47.0,5.222222222222221,268.0,0,3,40,10,1206,471,890.0,175.0,-107.71192991
2016-04-01,C_ID_749cfc0c3a,0.010609889420578169,0.008752121220219405,0.01028283496163887,1.5258618,12,14,37,7,2,11,27,21,-95.50511294,-0.56673992,-0.74315117,-0.707445281037037,0.0011489986646928793,6,1,0,0.04444444444444445,0.042786069651741296,1517572900.0,1484048919.0,0,-13,-6.355555555555554,12.126368159203984,10.955555555555556,75,0.5555555555555556,41,0.3037037037037037,0,0.0,135,0.07456789630535016,0.3245461607551915,388,2.8740740740740742,351,,,,,,,,,,,,,,,,,,,-9223372036.854776,-9223372036.854776,,,,,,,,,,,,,,,,0,4,13,4,1023,284,,,
2017-07-01,C_ID_4a97126360,0.010609889420578169,0.014166402368115024,0.01028283496163887,-0.09074446,8,18,29,7,2,12,30,19,-63.32093932000002,0.62230796,-0.73849295,-0.6595931179166669,0.034269784548901325,125,6,-1,1.3020833333333333,0.9077850877192988,1519819765.0,1501272800.0,0,-7,-3.427083333333333,4.415679824561405,10.729166666666666,89,0.9270833333333334,28,0.2916666666666667,0,0.0,96,0.16333598311602585,-0.2690228212707227,214,2.2291666666666665,325,2.0,7.0,5.0,5.0,1.0,7.0,9.0,7.0,-4.93323388,0.15468291,-0.72941694,-0.5481370977777779,0.07708443174695642,6.0,2.0,-1.0,0.6666666666666666,0.9999999999999998,1524830737.0,1522064398.0,2.0,1.0,1.7777777777777777,0.1944444444444444,10.666666666666666,4.0,0.4444444444444444,0.0,0.0,9.0,-0.5507749547409708,-0.5319105150847498,32.0,3.555555555555556,267.0,0,5,26,7,567,27,268.0,105.0,-68.25417320000001
2017-09-01,C_ID_17dea8d446,0.010479387818900955,0.014166402368115024,0.011427520622077443,-1.36171997,6,9,12,7,2,9,14,11,-11.666343350000002,-0.16087384,-0.73188128,-0.5833171675000001,0.02465616945131711,31,4,-1,1.55,1.7342105263157892,1518809914.0,1505227888.0,0,-5,-2.25,2.5131578947368416,10.9,20,1.0,4,0.2,2,0.1,20,0.06561666549810116,-0.2387607063546505,157,7.85,336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.67874754,-0.67874754,-0.67874754,-0.67874754,,1.0,1.0,1.0,1.0,,1521913696.0,1521913696.0,1.0,1.0,1.0,,11.0,1.0,1.0,0.0,0.0,1.0,-0.5501600509903695,-0.6064861140464674,0.0,0.0,301.0,0,4,35,9,505,11,204.0,21.0,-12.345090890000002
